Tweet,preprocessed,Sentimen
@tanyakanrl Halah tiktok shop di hapus juga tetap aja tanah abang sepi yang rame malah si toko online orange ðŸ˜… ikut perubahan jaman aja namanya juga dunia kan berputar siapa tahu juga kan 10 tahun kedepan yang rame bukan toko online lagi tapi pasar keliling atau mungkin pasar terbang ðŸ˜…,halah tiktok shop di hapus juga tetap saja tanah abang sepi yang ramai bahkan si toko online orange ikut perubahan jaman saja namanya juga dunia kan berputar siapa tahu juga kan tahun kedepan yang ramai bukan toko online lagi tetapi pasar keliling atau mungkin pasar terbang,Netral
@miamorkio tiktokshop udh tutup,tiktok shop sudah tutup,Negatif
"@tanyakanrl Kalo tiktok shop, lazada sama shopee di hapus kan masih ada toko pedia :)",kalau tiktok shop lazada sama shopee di hapus kan masih ada toko pedia,Netral
@dea_ordinals @TxtdariHI Iya sampai tiktok shop balik,iya sampai tiktok shop balik,Netral
"@tanyakanrl Nahkan, karena pemerintah kurang edukasi alasan jelas kenapa mereka tutup tiktokshop, akhirnya para pedagang ini jadi berpikiran kalo alesan tiktokshop ini karena tanah abang sepi, padahal faktor sama akesannya jg banyakkkkkkk",nahkan karena pemerintah kurang edukasi alasan jelas kenapa mereka tutup tiktok shop akhirnya para pedagang ini jadi berpikiran kalau alasan tiktok shop ini karena tanah abang sepi padahal faktor sama akesannya juga banyakkkkkkk,Negatif
@tanyakanrl buka aja dah lagi tiktok shop,buka saja deh lagi tiktok shop,Netral
@tanyakanrl ih anjjnggghj kangen tiktok shop,ih anjjnggghj kangen tiktok shop,Netral
"Harusnya yang ditutup bukan TikTok shop, judol tuh merusak mental.",harusnya yang ditutup bukan tiktok shop judi online tuh merusak mental,Negatif
"@tanyakanrl ini ada hasil datanya gak sih? pihak mana yang lebih rugi dengan ada atau dengan dihapusnya tiktok shop? serius aku nanya, karena yang sering lewat di fyp aku tiktok jualan tuh biasanya umkm home made, sama yg baru mulai dan belum punya toko gtu",ini ada hasil datanya tidak sih pihak mana yang lebih rugi dengan ada atau dengan dihapusnya tiktok shop serius saya bertanya karena yang sering lewat di fyp saya tiktok jualan tuh biasanya umkm home made sama yang baru mulai dan belum punya toko gtu,Negatif
"@tanyakanrl Tiktokshop diapus aja gua udh sedih, sabun cumuk gua jd mahal bgt:(",tiktok shop diapus saja saya sudah sedih sabun cumuk saya jadi mahal sangat,Negatif
Gue tetep berharap tiktok shop bs balik sih soalnya murah2 bgt dan banyak jajanan disanaðŸ˜­ðŸ˜­ðŸ˜­,saya tetep berharap tiktok shop bisa balik sih soalnya murah sangat dan banyak jajanan disana,Positif
@detikcom Jangan salahkan TikTok shop lagi mereka sudah tutup,jangan salahkan tiktok shop lagi mereka sudah tutup,Negatif
@likelorensa Beli baju di tiktok shop,beli baju di tiktok shop,Netral
@tanyakanrl Nah kan sdh kuduga. Tiktokshop tutup.kan masih ada platform2 lain. Ibarat kat nutup ttshop cm membunuh satu lawan. Tp lawan lain gmn? Percuma kl kitanya lemah.,nah kan sudah kuduga tiktok shop tutupkan masih ada platform lain ibarat kat nutup ttshop cm membunuh satu lawan tetapi lawan lain bagaimana percuma kalau kitanya lemah,Negatif
@tanyakanrl Jadi kepikiran kakek-kakek atau bapak-bapak yg jualan live di tiktok shop yg penontonnya kurang dr 10 org kemaren gimana ya nasibnya?,jadi terpikirkan kakek kakek atau bapak bapak yang jualan live di tiktok shop yang penontonnya kurang dari orang kemarin bagaimana iya nasibnya,Negatif
"Eh tapi nih, kalo menurut kalian kira-kira nanti bakalan ada 'APLIKASI' terpisah #TikTokshop ga sih?ðŸ¤”  Alias jadi Aplikasi e-commerce sendiri, bukan nyatu sama social medianya...",eh tetapi ini kalau menurut kalian kira kira nanti akan ada aplikasi terpisah tidak sih alias jadi aplikasi e commerce sendiri bukan nyatu sama sosial medianya,Positif
"@momzchulo_ @anaksungsang @tanyakanrl Ngelunjak bgt asu. Kalo tanah abang sepi stelah tiktok shop di hapus ya berarti itu kembali ke daya minat pembeliny dong mau ke tanah abang apa kagaaaa. Semua2ny di hapus, lu pikir lu siapa ha?",ngelunjak sangat anjing kalau tanah abang sepi setelah tiktok shop di hapus iya berarti itu kembali ke daya minat pembeliny dong mau ke tanah abang apa kagaaaa semuany di hapus kamu pikir kamu siapa tertawa,Positif
"@SobatHAPE garaÂ² hal ini emg jadi males blanja di Toped, beberapa bulan belakangan baru pindah ke Tiktok Shop, eee sekarang ditutup. Sementara ke Shopee dl ðŸ˜†",karena hal ini memang jadi males belanja di tokopedia beberapa bulan belakangan baru pindah ke tiktok shop eee sekarang ditutup sementara ke shopee dulu,Negatif
"@gallyglitch Well tbh juga, bnyk curhatan buibu udah nyaman bisa dpt uang belanja dr #tiktokshop dan skrg mereka beralih ke app pinjol. Susah payah belajar bikin konten, spy  ga gaptek demi support keuangan keluarga. Yg mnt2 koin malah tdk diedukasi. Yg berjuang malah dibikin mati.",well tbh juga banyak curhatan ibu ibu sudah nyaman bisa dapat uang belanja dari dan sekarang mereka beralih ke app pinjaman online susah payah belajar bikin konten supaya tidak gagap teknologi demi support keuangan keluarga yang minta koin bahkan tidak diedukasi yang berjuang bahkan dibikin mati,Negatif
@tanyakanrl DIKIRA RUMAH AING TEH DEKET SAMA TANAH ABANG APA YAKKKKK  Padahal online shop membantu banget buat yang rumahnya jauh dari perkotaan/tanah abang   WOYYYY BALIKIN TIKTOK SHOPPPPP plisss membantu bangettt yang rumahnyaaa jauh dari perkotaan/tanah abang kek gitu ðŸ˜­ðŸ˜­ðŸ˜­,dikira rumah saya kakak perempuan deket sama tanah abang apa yakkkkk padahal online shop membantu sekali buat yang rumahnya jauh dari perkotaantanah abang woyyyy kembalikan tiktok shoppppp plisss membantu bangettt yang rumahnyaaa jauh dari perkotaantanah abang seperti begitu,Positif
"@tanyakanrl Yee.. kalo tiktok shop mah emang bnyk bgt yg kterlaluan, matiin harga.. tp kalo lazada, shopee, dkk kn hrganya masih masuk akal.. barang pabrikan ato konveksi paling murah jg sama ma harga grosir.. palingan pas ada event trtntu ja bs dpt hrg gila"", itupun rebutan krn trbatas.."";2;positif,,,,,,,,,,,,,,,",yee kalau tiktok shop mah memang banyak sangat yang keterlaluan mati harga tetapi kalau lazada shopee dan kawan-kawan kan hrganya masih masuk akal barang pabrikan atau konveksi paling murah juga sama ma harga grosir palingan pas ada event tertentu saja bisa dapat harga gila itupun rebutan karena trbataspositif,Negatif
@tanyakanrl MANA KEMARIN YANG BACOT GEDE BUAT SETUJU NGAPUS TIKTOKSHOP? YG TIBA2 SOK BENER KE NGERASA DIRILOE KEREN MANA ANJENG SINI REPLAY,mana kemarin yang banyak bicara besar buat setuju ngapus tiktok shop yang tiba sok benar ke kerasa diriloe keren mana anjing sini replay,Netral
 G da alasan ngehapus market place laen. Kl tiktok shop emg ad alasan karena kbnykn brg china dan g minta izin. Kl olshop laen ya g msk akal kl cmn ggr pedagang tanah abang.,Tidak da alasan ngehapus market place lain kalau tiktok shop memang ada alasan karena kbnykn bareng china dan Tidak minta izin kalau toko online lain iya Tidak masuk akal kalau cmn ggr pedagang tanah abang,Negatif
@tanyakanrl anjj plis balikin tiktok shop cok cuma disitu gada biaya penanganan dll,anjing tolong kembalikan tiktok shop anjing cuma disitu tidak ada biaya penanganan dan lain-lain,Netral
"@Buyung__ @ridwanhr Yang disalahin tiktok shop, shopee live, jokowi",yang disalahkan tiktok shop shopee live jokowi,Positif
@kitasemwah hidup gw hampa tanpa live tiktokshop,hidup saya hampa tanpa live tiktok shop,Positif
@PresidenKopi Mborong di tiktok shop,borong di tiktok shop,Netral
"@tanyakanrl Ga nyadar mereka itu, garaÂ² tiktokshop d hapus banyak ibuÂ² yg homeindustri pada nganggur lagi.. Memang egois",tidak sadar mereka itu karena tiktok shop di hapus banyak ibu yang homeindustri pada tidak punya pekerjaan lagi memang egois,Netral
" ""dbf subuh2 sambil scroll tiktok shop berakhir dengan check out 3 item. Ga bener. Ã°Å¸Â«Â£""",dbf subuh sambil scroll tiktok shop berakhir dengan check keluar hitam tidak benar,Negatif
@bitiesfess Bukan ga suka tp gapernah tertarik krn belum ada yg bikin gue pay attention sampe bisa nemu keunikan dan value nya. Dengerin pun as casual listener aja. Big thanks to tiktok pandemi yg mempertemukan gue sama magic shop terluv. Awalnyapun kek s,bukan tidak suka tetapi tidak pernah tertarik karena belum ada yang bikin saya bayar attention sampai bisa nemu keunikan dan value nya dengerin pun as casual listener saja big terima kasih to tiktok pandemi yang mempertemukan saya sama magic shop terluv awalnyapun seperti s,Negatif
@kakaajrr Di tiktok shop,di tiktok shop,Netral
@sakedikk @discountfess aku dpt 109 di tiktokshop,saya dapat di tiktok shop,Netral
@tempodotco tiktokshop beroperasi lagi? tapi kok bawa bawa tokped segala ya,tiktok shop beroperasi lagi tetapi kok bawa bawa tokopedia segala iya,Netral
KO GK GRATIS ONGKIR SI TIKTOK SHOP,ko tidak gratis ongkos kirim si tiktok shop,Negatif
Bengong dikit co tiktokshop. Syit.,bengong dikit check out tiktok shop syit,Negatif
Tiktok shop gak bisa diam Ã°Å¸ËœÂ¾,tiktok shop tidak bisa diam,Netral
beli di tiktok shop lebih murah drpd beli di sociola,beli di tiktok shop lebih murah daripada beli di sociola,Netral
"im a hater but i dont like selebtwit/tiktok bikin konten di cfÃ°Å¸ËœÂ­ apalagi kontennya gaada anime-animenya cm kek day in my life atau buset gw lagi di tempat berkumpul wibu"" kek if youre not here to shop WHY are u here. Get out""",im a hater mungkin i dont like selebtwittiktok bikin konten di cf apalagi kontennya tidak ada uang anime animenya cm seperti day masuk my life atau buset saya lagi di tempat berkumpul wibu seperti if youre not here to shop why are kamu here get keluar,Netral
Gila yah barang tiktok shop tuh mengerikan..Ã°Å¸ËœÂ¶,gila yah barang tiktok shop tuh mengerikan,Negatif
Tiktokshop udah ada lagi saatnya spall spill keranjang kuningÃ°Å¸â„¢â€¹Ã°Å¸ÂÂ»Ã¢â‚¬ÂÃ¢â„¢â‚¬Ã¯Â¸Â,tiktok shop sudah ada lagi saatnya spall jatuh keranjang kuning,Positif
Sempat sedih waktu tiktok shop tutup karena dulu hobi juga belanja disitu. Setelah tau tiktok berpihak ke siapa dan 2 kali tiktokku di blokir karena menyuarakan Palestine. Sekarang tiktok shop buka lagi tapi aku tidak minat walaupun murah.,sempat sedih waktu tiktok shop tutup karena dulu hobi juga belanja disitu setelah tahu tiktok berpihak ke siapa dan kali tiktokku di blokir karena menyuarakan palestine sekarang tiktok shop buka lagi tetapi saya tidak minat walaupun murah,Negatif
tiktok shop apasi gakjelas bgt minta geser gambar udah pas posisinya tp gak ke ditek,tiktok shop apasi gakjelas sangat minta geser gambar sudah pas posisinya tetapi tidak ke ditek,Positif
Tiktok Shop gabung sama toko ijo. Yuk siap2 pada makin banyak yg kejerat sama Kartel pinjolnya PW Ã°Å¸Â¤Â£Ã°Å¸Â¤Â£Ã°Å¸Â¤Â£Ã°Å¸Â¤Â£,tiktok shop gabung sama toko hijau yuk siap pada makin banyak yang kejerat sama kartel pinjolnya posisi nyaman,Positif
KNPPP SMNJAK TIKTOKSHOP DIBUKA LGI GWWW SEMAKIN BOROS AJH ASUlh,knppp smnjak tiktok shop dibuka lagi gwww semakin boros ajh asulh,Positif
@markieffects gimana si cara buat tiktokshop Ã°Å¸ËœÂ­,bagaimana si cara buat tiktok shop,Netral
@convomfs Checkout keranjang shopee/tiktokshop Ã°Å¸Â¥Â¹,checkout keranjang shopeetiktok shop,Netral
@nclownty pengaruh buruk tiktokshop terhadap wanita,pengaruh buruk tiktok shop terhadap wanita,Negatif
" Ada gangguan di rumah Toped "" since tiktok shop""",ada gangguan di rumah tokopedia since tiktok shop,Netral
tiktok shop balik lagi PUKI FYP GUA NANTI ISINYA NYEBELIN  LG,tiktok shop balik lagi puki fyp saya nanti isinya kesal lagi,Negatif
Udah check out barang 5 kali dr Tiktok yg 2 udh dateng kemaren...padahal baru minggu lalu ya Tiktok shop buka lagi,sudah check keluar barang kali dari tiktok yang sudah dateng kemarenpadahal baru minggu lalu iya tiktok shop buka lagi,Netral
Ga boleh buka Tiktok shop. Tiba2 gw uda CO 2 toples kentang mustofa dong Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€š,tidak boleh buka tiktok shop tiba saya sudah check out toples kentang mustofa dong,Netral
@tempodotco Bedanya sama tiktokshop kemaren apa yah? Kok jadi gini kebijakannya? Hemm,bedanya sama tiktok shop kemarin apa yah kok jadi gini kebijakannya hemm,Netral
Tiktok shop dah balik masa shopee luar negeri blm Ã°Å¸ËœÂ,tiktok shop deh balik masa shopee luar negeri belum,Negatif
Ni tiktok bermasalah lg heran dahh. Apa susah ny yy bkin apps tiktok shop gtuu,ini tiktok bermasalah lagi heran dahh apa susah nya yy bikin aplikasi tiktok shop gtuu,Negatif
Ngakak bgt nenek gw tau tiktokshop skrg udh dibuka lg tolonggggÃ°Å¸Â¤Â£,tertawa sangat nenek saya tahu tiktok shop sekarang sudah dibuka lagi tolongggg,Netral
sumpah ya. gw tuh kalo lagi buka tiktok shop yg gw mau beli tuh celanaaa mulu. baju2 tuh biasa aja tp celana lucu2 banget Ã°Å¸ËœÂ­Ã°Å¸ËœÂ­Ã°Å¸ËœÂ­,sumpah iya saya tuh kalau lagi buka tiktok shop yang saya mau beli tuh celanaaa melulu baju tuh biasa saja tetapi celana lucu sekali,Positif
@Angga12077895 Banyak di tiktokshop,banyak di tiktok shop,Positif
sumpah pusing banget tiktok shop balek lagi gak tahan masa co mulu,sumpah pusing sekali tiktok shop balek lagi tidak tahan masa check out melulu,Positif
semenjak tiktok shop muncul lg gua boros bgt kntol,semenjak tiktok shop muncul lagi saya boros sangat kntol,Positif
gara2 skrg ada tiktok shop jd pgn co semua yg live yg lwat di fypÃ°Å¸Ëœâ€¡,karena sekarang ada tiktok shop jadi pgn check out semua yang live yang lwat di fyp,Netral
lahhh tiktok shop tu balik toh? Ã°Å¸ËœÂ­,lahhh tiktok shop tu balik toh,Netral
Ini yg jualan sepatu lari kw di TikTok shop tapi videonya nyolong konten kreator luar di ig super duper nyebelin sih Ã°Å¸Ëœâ€¦,ini yang jualan sepatu lari imitasi di tiktok shop tetapi videonya nyolong konten kreator luar di ig super duper kesal sih,Positif
Baru pertama order via tiktok shop.,baru pertama order melalui tiktok shop,Positif
Dua video iklan dua video iklan. Dear tiktokshop dan tokopedia kalo mau comeback dan jualan caranya ga segitunya ya anjinggg,dua video iklan dua video iklan terhormat tiktok shop dan tokopedia kalau mau comeback dan jualan caranya tidak segitunya iya anjinggg,Netral
tiktok shop bagus2 bgt aaaa gabole liat gabole liat,tiktok shop bagus sangat aaaa gabole lihat gabole lihat,Positif
Buka tiktok shop ingat nak beli satu barang je eh eh tiba ii beli 3 barangÃ°Å¸ËœÂ­ ni lah sebab tak nak buka huhuhuÃ°Å¸ËœÂ­,buka tiktok shop ingat ingin beli satu barang je eh eh tiba ii beli barang ini lah sebab tidak ingin buka huhuhu,Netral
@sugurujinji Iyaa baru kok. Yg dlu tiktok shop sendirii,iyaa baru kok yang dulu tiktok shop sendirii,Netral
@ssefnum kalo aku main make up sama liat liat tiktok shop hehehe.,kalau saya main make up sama lihat lihat tiktok shop ketawa,Netral
@kumparan Ini rasanya kayak kejar-kejaran! Migrasi belum beres tiktokshop udah pada ngejar cuan. Ngeselin deh!,ini rasanya seperti kejar kejaran migrasi belum beres tiktok shop sudah pada ngejar cuan ngeselin deh,Netral
@kumparan Segitunya ngejar cuan 12.12 sampe proses migrasi belom kelar aja udh dibuka tiktokshop! Kecewa banget deh!,segitunya ngejar cuan sampai proses migrasi belum kelar saja sudah dibuka tiktok shop kecewa sekali deh,Negatif
@tempodotco Eyalah tiktok shop beroperasi lagi karena tokped? Hmmm kebijakannya plin-plan bgt herman,eyalah tiktok shop beroperasi lagi karena tokopedia hmmm kebijakannya plin rencana sangat herman,Positif
@kumparan Bener-bener males deh! Udah capek-capek migrasi belom kelar ehhh langsung aja dibuka lagi oleh Tiktokshop! Urang ngomel dah!,benar benar males deh sudah capek capek migrasi belum kelar ehhh langsung saja dibuka lagi oleh tiktok shop saya ngomel deh,Negatif
@tempodotco Statement TikTok shop yang mau kolab sama tokped kayak orang php tau nggak wkwk demi apa sih ini.. Ã°Å¸Â¤Â£,statement tiktok shop yang mau kolab sama tokopedia seperti orang php tahu tidak tertawa demi apa sih ini,Positif
tiktok shop membludak bngt kh somethinc ku belum sampe sampe Ã°Å¸ËœÂ©Ã°Å¸ËœÂ©,tiktok shop membludak sangat kh somethinc ku belum sampai sampai,Positif
bahaya tiktokshop balik lg dompet gue g aman tkt main tiktok jam 3 pagi ngelindur checkout barang,bahaya tiktok shop balik lagi dompet saya Tidak aman tkt main tiktok jam pagi ngelindur checkout barang,Negatif
jaman magang tiktok shop ga ada bener bener ga butuh dan ga tertarik beli baju. begitu selesai magang udah mau kuliah lagi + tiktok shop ada lagi minat check out ini itu mulai meningkat hahaha,jaman magang tiktok shop tidak ada benar benar tidak butuh dan tidak tertarik beli baju begitu selesai magang sudah mau kuliah lagi tiktok shop ada lagi minat check keluar ini itu mulai meningkat hahaha,Negatif
Ini tiktok shop bikin kalap anjrrr Ã°Å¸ËœÂ­Ã°Å¸ËœÂ­Ã°Å¸ËœÂ­,ini tiktok shop bikin kalap anjrrr,Netral
