Tweet,Sentimen,CaseFolding,cleaned,Tokenizing,Formalisasi,Stemming,preprocessed
"@tanyakanrl dikira yg jualan di e-commerce itu robot apa wkwkw ga liat konten2 pegawai yg nangis waktu tiktokshop ditutup, mrk juga kerja ya anjir, sama kek lo semua cuma beda tempat aja. lagian ya di era internet kek gini harusnya para pedagang yg improve gitu bukan ngeluh krn sepi pembeli-",Negatif,"@tanyakanrl dikira yg jualan di e-commerce itu robot apa wkwkw ga liat konten2 pegawai yg nangis waktu tiktokshop ditutup, mrk juga kerja ya anjir, sama kek lo semua cuma beda tempat aja. lagian ya di era internet kek gini harusnya para pedagang yg improve gitu bukan ngeluh krn sepi pembeli-",dikira yg jualan di e commerce itu robot apa wkwkw ga liat konten2 pegawai yg nangis waktu tiktok shop ditutup mrk juga kerja ya anjir sama kek lo semua cuma beda tempat aja lagian ya di era internet kek gini harusnya para pedagang yg improve gitu bukan ngeluh krn sepi pembeli,"['dikira', 'yg', 'jualan', 'di', 'e', 'commerce', 'itu', 'robot', 'apa', 'wkwkw', 'ga', 'liat', 'konten2', 'pegawai', 'yg', 'nangis', 'waktu', 'tiktok', 'shop', 'ditutup', 'mrk', 'juga', 'kerja', 'ya', 'anjir', 'sama', 'kek', 'lo', 'semua', 'cuma', 'beda', 'tempat', 'aja', 'lagian', 'ya', 'di', 'era', 'internet', 'kek', 'gini', 'harusnya', 'para', 'pedagang', 'yg', 'improve', 'gitu', 'bukan', 'ngeluh', 'krn', 'sepi', 'pembeli']","['dikira', 'yang', 'jualan', 'di', 'e', 'commerce', 'itu', 'robot', 'apa', 'wkwkw', 'tidak', 'lihat', 'konten2', 'pegawai', 'yang', 'menangis', 'waktu', 'tiktok', 'shop', 'ditutup', ' mereka', 'juga', 'kerja', 'iya', 'anjing', 'sama', 'seperti', 'kamu', 'semua', 'cuma', 'beda', 'tempat', 'saja', 'lagian', 'iya', 'di', 'era', 'internet', 'seperti', 'gini', 'harusnya', 'para', 'pedagang', 'yang', 'improve', 'begitu', 'bukan', 'mengeluh', 'karena', 'sepi', 'pembeli']","['kira', 'yang', 'jual', 'di', 'e', 'commerce', 'itu', 'robot', 'apa', 'wkwkw', 'tidak', 'lihat', 'konten2', 'pegawai', 'yang', 'menang', 'waktu', 'tiktok', 'shop', 'tutup', 'mereka', 'juga', 'kerja', 'iya', 'anjing', 'sama', 'seperti', 'kamu', 'semua', 'cuma', 'beda', 'tempat', 'saja', 'lagi', 'iya', 'di', 'era', 'internet', 'seperti', 'gin', 'harus', 'para', 'dagang', 'yang', 'improve', 'begitu', 'bukan', 'keluh', 'karena', 'sepi', 'beli']",dikira yang jualan di e commerce itu robot apa wkwkw tidak lihat konten2 pegawai yang menangis waktu tiktok shop ditutup  mereka juga kerja iya anjing sama seperti kamu semua cuma beda tempat saja lagian iya di era internet seperti gini harusnya para pedagang yang improve begitu bukan mengeluh karena sepi pembeli
@jteonghan dari tiktok shop kayaknya,Netral,@jteonghan dari tiktok shop kayaknya,dari tiktok shop kayaknya,"['dari', 'tiktok', 'shop', 'kayaknya']","['dari', 'tiktok', 'shop', 'kayaknya']","['dari', 'tiktok', 'shop', 'kayak']",dari tiktok shop kayaknya
@tanyakanrl Tuh kan ternyata udh tiktokshop dihapus ttp sepi wkwkwkwkw bangkhay,Positif,@tanyakanrl tuh kan ternyata udh tiktokshop dihapus ttp sepi wkwkwkwkw bangkhay,tuh kan ternyata udh tiktok shop dihapus ttp sepi wkwkwkwkw bangkhay,"['tuh', 'kan', 'ternyata', 'udh', 'tiktok', 'shop', 'dihapus', 'ttp', 'sepi', 'wkwkwkwkw', 'bangkhay']","['tuh', 'kan', 'ternyata', 'sudah', 'tiktok', 'shop', 'dihapus', 'tetap', 'sepi', 'wkwkwkwkw', 'bangkhay']","['tuh', 'kan', 'nyata', 'sudah', 'tiktok', 'shop', 'hapus', 'tetap', 'sepi', 'wkwkwkwkw', 'bangkhay']",tuh kan ternyata sudah tiktok shop dihapus tetap sepi wkwkwkwkw bangkhay
@tanyakanrl Buka lagi aja tiktok shop yg kemarin ditutup sih kalo begini,Negatif,@tanyakanrl buka lagi aja tiktok shop yg kemarin ditutup sih kalo begini,buka lagi aja tiktok shop yg kemarin ditutup sih kalo begini,"['buka', 'lagi', 'aja', 'tiktok', 'shop', 'yg', 'kemarin', 'ditutup', 'sih', 'kalo', 'begini']","['buka', 'lagi', 'saja', 'tiktok', 'shop', 'yang', 'kemarin', 'ditutup', 'sih', 'kalau', 'begini']","['buka', 'lagi', 'saja', 'tiktok', 'shop', 'yang', 'kemarin', 'tutup', 'sih', 'kalau', 'begini']",buka lagi saja tiktok shop yang kemarin ditutup sih kalau begini
@tanyakanrl Sebagai warga yang deket tanah abang juga gue engga kesana kok. Milih ke tempat lain. Ya emang bukan pangsa pasarnya disitu. Gaada hubungan juga sih ya sama tiktok shop,Netral,@tanyakanrl sebagai warga yang deket tanah abang juga gue engga kesana kok. milih ke tempat lain. ya emang bukan pangsa pasarnya disitu. gaada hubungan juga sih ya sama tiktok shop,sebagai warga yang deket tanah abang juga gue engga kesana kok milih ke tempat lain ya emang bukan pangsa pasarnya disitu gaada hubungan juga sih ya sama tiktok shop,"['sebagai', 'warga', 'yang', 'deket', 'tanah', 'abang', 'juga', 'gue', 'engga', 'kesana', 'kok', 'milih', 'ke', 'tempat', 'lain', 'ya', 'emang', 'bukan', 'pangsa', 'pasarnya', 'disitu', 'gaada', 'hubungan', 'juga', 'sih', 'ya', 'sama', 'tiktok', 'shop']","['sebagai', 'warga', 'yang', 'deket', 'tanah', 'abang', 'juga', 'saya', 'engga', 'kesana', 'kok', 'milih', 'ke', 'tempat', 'lain', 'iya', 'memang', 'bukan', 'pangsa', 'pasarnya', 'disitu', 'tidak ada uang', 'hubungan', 'juga', 'sih', 'iya', 'sama', 'tiktok', 'shop']","['bagai', 'warga', 'yang', 'deket', 'tanah', 'abang', 'juga', 'saya', 'engga', 'kesana', 'kok', 'milih', 'ke', 'tempat', 'lain', 'iya', 'memang', 'bukan', 'pangsa', 'pasar', 'situ', 'tidak ada uang', 'hubung', 'juga', 'sih', 'iya', 'sama', 'tiktok', 'shop']",sebagai warga yang deket tanah abang juga saya engga kesana kok milih ke tempat lain iya memang bukan pangsa pasarnya disitu tidak ada uang hubungan juga sih iya sama tiktok shop
"@tanyakanrl Sebenernya penghapusan tiktok shop aja udah termasuk kemunduran, trus kalau mereka masih minta online shop lain ditutup ya berarti emang mereka nya aja yg pola pikirnya terbelakang",Negatif,"@tanyakanrl sebenernya penghapusan tiktok shop aja udah termasuk kemunduran, trus kalau mereka masih minta online shop lain ditutup ya berarti emang mereka nya aja yg pola pikirnya terbelakang",sebenernya penghapusan tiktok shop aja udah termasuk kemunduran trus kalau mereka masih minta online shop lain ditutup ya berarti emang mereka nya aja yg pola pikirnya terbelakang,"['sebenernya', 'penghapusan', 'tiktok', 'shop', 'aja', 'udah', 'termasuk', 'kemunduran', 'trus', 'kalau', 'mereka', 'masih', 'minta', 'online', 'shop', 'lain', 'ditutup', 'ya', 'berarti', 'emang', 'mereka', 'nya', 'aja', 'yg', 'pola', 'pikirnya', 'terbelakang']","['sebenarnya', 'penghapusan', 'tiktok', 'shop', 'saja', 'sudah', 'termasuk', 'kemunduran', 'terus', 'kalau', 'mereka', 'masih', 'minta', 'online', 'shop', 'lain', 'ditutup', 'iya', 'berarti', 'memang', 'mereka', 'nya', 'saja', 'yang', 'pola', 'pikirnya', 'terbelakang']","['benar', 'hapus', 'tiktok', 'shop', 'saja', 'sudah', 'masuk', 'mundur', 'terus', 'kalau', 'mereka', 'masih', 'minta', 'online', 'shop', 'lain', 'tutup', 'iya', 'arti', 'memang', 'mereka', 'nya', 'saja', 'yang', 'pola', 'pikir', 'belakang']",sebenarnya penghapusan tiktok shop saja sudah termasuk kemunduran terus kalau mereka masih minta online shop lain ditutup iya berarti memang mereka nya saja yang pola pikirnya terbelakang
@tanyakanrl SUMPAH SUSAH BANGET NYARI BARNAG MURAH COK. MASA ORNAG LUAR JKT KUDU BELI KE TANAH ABANG SIH ANEH. DI KIRA SELURUH INDO GA BUTUH TIKTOK SHOP APA??? ðŸ™„ðŸ™„ðŸ™„ðŸ™„,Positif,@tanyakanrl sumpah susah banget nyari barnag murah cok. masa ornag luar jkt kudu beli ke tanah abang sih aneh. di kira seluruh indo ga butuh tiktok shop apa??? ðÿ™„ðÿ™„ðÿ™„ðÿ™„,sumpah susah banget nyari barnag murah cok masa ornag luar jkt kudu beli ke tanah abang sih aneh di kira seluruh indo ga butuh tiktok shop apa,"['sumpah', 'susah', 'banget', 'nyari', 'barnag', 'murah', 'cok', 'masa', 'ornag', 'luar', 'jkt', 'kudu', 'beli', 'ke', 'tanah', 'abang', 'sih', 'aneh', 'di', 'kira', 'seluruh', 'indo', 'ga', 'butuh', 'tiktok', 'shop', 'apa']","['sumpah', 'susah', 'sekali', 'mencari', 'barnag', 'murah', 'anjing', 'masa', 'orang', 'luar', 'jakarta', 'harus', 'beli', 'ke', 'tanah', 'abang', 'sih', 'aneh', 'di', 'kira', 'seluruh', 'indo', 'tidak', 'butuh', 'tiktok', 'shop', 'apa']","['sumpah', 'susah', 'sekali', 'cari', 'barnag', 'murah', 'anjing', 'masa', 'orang', 'luar', 'jakarta', 'harus', 'beli', 'ke', 'tanah', 'abang', 'sih', 'aneh', 'di', 'kira', 'seluruh', 'indo', 'tidak', 'butuh', 'tiktok', 'shop', 'apa']",sumpah susah sekali mencari barnag murah anjing masa orang luar jakarta harus beli ke tanah abang sih aneh di kira seluruh indo tidak butuh tiktok shop apa
"@tanyakanrl Apasih ajg, udh ckup tiktok shop di tutup, hadehh",Netral,"@tanyakanrl apasih ajg, udh ckup tiktok shop di tutup, hadehh",apasih ajg udh ckup tiktok shop di tutup hadehh,"['apasih', 'ajg', 'udh', 'ckup', 'tiktok', 'shop', 'di', 'tutup', 'hadehh']","['apa sih', 'anjing', 'sudah', 'ckup', 'tiktok', 'shop', 'di', 'tutup', 'hadehh']","['apa sih', 'anjing', 'sudah', 'ckup', 'tiktok', 'shop', 'di', 'tutup', 'hadehh']",apa sih anjing sudah ckup tiktok shop di tutup hadehh
"@tanyakanrl Yg minta ditutup Tiktok shop, Lazada, Shoppee. Nah tokped aman tuh, untung biasa make tokpedðŸ«£",Positif,"@tanyakanrl yg minta ditutup tiktok shop, lazada, shoppee. nah tokped aman tuh, untung biasa make tokpedðÿ«£",yg minta ditutup tiktok shop lazada shoppee nah tokped aman tuh untung biasa make tokped,"['yg', 'minta', 'ditutup', 'tiktok', 'shop', 'lazada', 'shoppee', 'nah', 'tokped', 'aman', 'tuh', 'untung', 'biasa', 'make', 'tokped']","['yang', 'minta', 'ditutup', 'tiktok', 'shop', 'lazada', 'shoppee', 'nah', 'tokopedia', 'aman', 'tuh', 'untung', 'biasa', 'make', 'tokopedia']","['yang', 'minta', 'tutup', 'tiktok', 'shop', 'lazada', 'shoppee', 'nah', 'tokopedia', 'aman', 'tuh', 'untung', 'biasa', 'make', 'tokopedia']",yang minta ditutup tiktok shop lazada shoppee nah tokopedia aman tuh untung biasa make tokopedia
the way makalah dan ppt kelompok gua tentang analisis tiktok shop ðŸ¤£ðŸ¤£ðŸ¤£,Netral,the way makalah dan ppt kelompok gua tentang analisis tiktok shop ðÿ¤£ðÿ¤£ðÿ¤£,the way makalah dan ppt kelompok gua tentang analisis tiktok shop,"['the', 'way', 'makalah', 'dan', 'ppt', 'kelompok', 'gua', 'tentang', 'analisis', 'tiktok', 'shop']","['the', 'way', 'makalah', 'dan', 'ppt', 'kelompok', 'saya', 'tentang', 'analisis', 'tiktok', 'shop']","['the', 'way', 'makalah', 'dan', 'ppt', 'kelompok', 'saya', 'tentang', 'analisis', 'tiktok', 'shop']",the way makalah dan ppt kelompok saya tentang analisis tiktok shop
"@tanyakanrl mereka juga bisa kan buka olshop? beberapa kali saat tiktok shop masih ada banyak bgt liat live toko2 TA yg jualan juga dan gak semua orang bisa smepet ke TA. kalo jualan di olshop jg bisa lebih luas customernya, gak hanya dari jabodetabek loh",Positif,"@tanyakanrl mereka juga bisa kan buka olshop? beberapa kali saat tiktok shop masih ada banyak bgt liat live toko2 ta yg jualan juga dan gak semua orang bisa smepet ke ta. kalo jualan di olshop jg bisa lebih luas customernya, gak hanya dari jabodetabek loh",mereka juga bisa kan buka olshop beberapa kali saat tiktok shop masih ada banyak bgt liat live toko2 ta yg jualan juga dan gak semua orang bisa smepet ke ta kalo jualan di olshop jg bisa lebih luas customernya gak hanya dari jabodetabek loh,"['mereka', 'juga', 'bisa', 'kan', 'buka', 'olshop', 'beberapa', 'kali', 'saat', 'tiktok', 'shop', 'masih', 'ada', 'banyak', 'bgt', 'liat', 'live', 'toko2', 'ta', 'yg', 'jualan', 'juga', 'dan', 'gak', 'semua', 'orang', 'bisa', 'smepet', 'ke', 'ta', 'kalo', 'jualan', 'di', 'olshop', 'jg', 'bisa', 'lebih', 'luas', 'customernya', 'gak', 'hanya', 'dari', 'jabodetabek', 'loh']","['mereka', 'juga', 'bisa', 'kan', 'buka', 'toko online', 'beberapa', 'kali', 'saat', 'tiktok', 'shop', 'masih', 'ada', 'banyak', 'sangat', 'lihat', 'live', 'toko2', 'tanah abang', 'yang', 'jualan', 'juga', 'dan', 'tidak', 'semua', 'orang', 'bisa', 'smepet', 'ke', 'tanah abang', 'kalau', 'jualan', 'di', 'toko online', 'juga', 'bisa', 'lebih', 'luas', 'customernya', 'tidak', 'hanya', 'dari', 'jabodetabek', 'loh']","['mereka', 'juga', 'bisa', 'kan', 'buka', 'toko online', 'beberapa', 'kali', 'saat', 'tiktok', 'shop', 'masih', 'ada', 'banyak', 'sangat', 'lihat', 'live', 'toko2', 'tanah abang', 'yang', 'jual', 'juga', 'dan', 'tidak', 'semua', 'orang', 'bisa', 'smepet', 'ke', 'tanah abang', 'kalau', 'jual', 'di', 'toko online', 'juga', 'bisa', 'lebih', 'luas', 'customernya', 'tidak', 'hanya', 'dari', 'jabodetabek', 'loh']",mereka juga bisa kan buka toko online beberapa kali saat tiktok shop masih ada banyak sangat lihat live toko2 tanah abang yang jualan juga dan tidak semua orang bisa smepet ke tanah abang kalau jualan di toko online juga bisa lebih luas customernya tidak hanya dari jabodetabek loh
"@tanyakanrl O jelas ga bisa, kalian cuma tumbal aja karena yg sebenernya minta TikTok shop tutup kan para komisaris e-commerce seperti ...",Netral,"@tanyakanrl o jelas ga bisa, kalian cuma tumbal aja karena yg sebenernya minta tiktok shop tutup kan para komisaris e-commerce seperti ...",o jelas ga bisa kalian cuma tumbal aja karena yg sebenernya minta tiktok shop tutup kan para komisaris e commerce seperti,"['o', 'jelas', 'ga', 'bisa', 'kalian', 'cuma', 'tumbal', 'aja', 'karena', 'yg', 'sebenernya', 'minta', 'tiktok', 'shop', 'tutup', 'kan', 'para', 'komisaris', 'e', 'commerce', 'seperti']","['o', 'jelas', 'tidak', 'bisa', 'kalian', 'cuma', 'tumbal', 'saja', 'karena', 'yang', 'sebenarnya', 'minta', 'tiktok', 'shop', 'tutup', 'kan', 'para', 'komisaris', 'e', 'commerce', 'seperti']","['o', 'jelas', 'tidak', 'bisa', 'kalian', 'cuma', 'tumbal', 'saja', 'karena', 'yang', 'benar', 'minta', 'tiktok', 'shop', 'tutup', 'kan', 'para', 'komisaris', 'e', 'commerce', 'seperti']",o jelas tidak bisa kalian cuma tumbal saja karena yang sebenarnya minta tiktok shop tutup kan para komisaris e commerce seperti
"@tanyakanrl Kembalikan tiktok shop, hapuskan tanahabang. ðŸ‘Ž",Netral,"@tanyakanrl kembalikan tiktok shop, hapuskan tanahabang. ðÿ‘ž",kembalikan tiktok shop hapuskan tanahabang,"['kembalikan', 'tiktok', 'shop', 'hapuskan', 'tanahabang']","['kembalikan', 'tiktok', 'shop', 'hapuskan', 'tanahabang']","['kembali', 'tiktok', 'shop', 'hapus', 'tanahabang']",kembalikan tiktok shop hapuskan tanahabang
"Dari riset langsung di lapangan,ada satu footage yg kondisi TA memang sepi.Tapi,ada juga VT lain yg terlihat lumayan ramai.Btw,dari netizen di daerah jg bilang pasar sepi. #tiktokshop",Positif,"dari riset langsung di lapangan,ada satu footage yg kondisi ta memang sepi.tapi,ada juga vt lain yg terlihat lumayan ramai.btw,dari netizen di daerah jg bilang pasar sepi. #tiktokshop",dari riset langsung di lapanganada satu footage yg kondisi ta memang sepitapiada juga vt lain yg terlihat lumayan ramaibtwdari netizen di daerah jg bilang pasar sepi,"['dari', 'riset', 'langsung', 'di', 'lapanganada', 'satu', 'footage', 'yg', 'kondisi', 'ta', 'memang', 'sepitapiada', 'juga', 'vt', 'lain', 'yg', 'terlihat', 'lumayan', 'ramaibtwdari', 'netizen', 'di', 'daerah', 'jg', 'bilang', 'pasar', 'sepi']","['dari', 'riset', 'langsung', 'di', 'lapanganada', 'satu', 'footage', 'yang', 'kondisi', 'tanah abang', 'memang', 'sepitapiada', 'juga', 'vt', 'lain', 'yang', 'terlihat', 'lumayan', 'ramaibtwdari', 'netizen', 'di', 'daerah', 'juga', 'bilang', 'pasar', 'sepi']","['dari', 'riset', 'langsung', 'di', 'lapanganada', 'satu', 'footage', 'yang', 'kondisi', 'tanah abang', 'memang', 'sepitapiada', 'juga', 'vt', 'lain', 'yang', 'lihat', 'lumayan', 'ramaibtwdari', 'netizen', 'di', 'daerah', 'juga', 'bilang', 'pasar', 'sepi']",dari riset langsung di lapanganada satu footage yang kondisi tanah abang memang sepitapiada juga vt lain yang terlihat lumayan ramaibtwdari netizen di daerah juga bilang pasar sepi
@tanyakanrl Tanah Abang gabakal punya umur panjang mau TikTok shop tutup juga. Pemerintah punya peer gede buat edukasi penjual2 di sana buat nyadarin kalau grosiran offline lama kelamaan pasti redup.,Positif,@tanyakanrl tanah abang gabakal punya umur panjang mau tiktok shop tutup juga. pemerintah punya peer gede buat edukasi penjual2 di sana buat nyadarin kalau grosiran offline lama kelamaan pasti redup.,tanah abang gabakal punya umur panjang mau tiktok shop tutup juga pemerintah punya peer gede buat edukasi penjual2 di sana buat nyadarin kalau grosiran offline lama kelamaan pasti redup,"['tanah', 'abang', 'gabakal', 'punya', 'umur', 'panjang', 'mau', 'tiktok', 'shop', 'tutup', 'juga', 'pemerintah', 'punya', 'peer', 'gede', 'buat', 'edukasi', 'penjual2', 'di', 'sana', 'buat', 'nyadarin', 'kalau', 'grosiran', 'offline', 'lama', 'kelamaan', 'pasti', 'redup']","['tanah', 'abang', 'gabakal', 'punya', 'umur', 'panjang', 'mau', 'tiktok', 'shop', 'tutup', 'juga', 'pemerintah', 'punya', 'peer', 'besar', 'buat', 'edukasi', 'penjual2', 'di', 'sana', 'buat', 'nyadarin', 'kalau', 'grosiran', 'offline', 'lama', 'kelamaan', 'pasti', 'redup']","['tanah', 'abang', 'gabakal', 'punya', 'umur', 'panjang', 'mau', 'tiktok', 'shop', 'tutup', 'juga', 'perintah', 'punya', 'peer', 'besar', 'buat', 'edukasi', 'penjual2', 'di', 'sana', 'buat', 'nyadarin', 'kalau', 'grosir', 'offline', 'lama', 'lama', 'pasti', 'redup']",tanah abang gabakal punya umur panjang mau tiktok shop tutup juga pemerintah punya peer besar buat edukasi penjual2 di sana buat nyadarin kalau grosiran offline lama kelamaan pasti redup
"@tanyakanrl apaan si??? gue emg kasian sm umkm jd gk sewot bgt pas tiktok shop di tutup, tp gausa ngelunjak minta yg lain ditutup jg lah anjir",Negatif,"@tanyakanrl apaan si??? gue emg kasian sm umkm jd gk sewot bgt pas tiktok shop di tutup, tp gausa ngelunjak minta yg lain ditutup jg lah anjir",apaan si gue emg kasian sm umkm jd gk sewot bgt pas tiktok shop di tutup tp gausa ngelunjak minta yg lain ditutup jg lah anjir,"['apaan', 'si', 'gue', 'emg', 'kasian', 'sm', 'umkm', 'jd', 'gk', 'sewot', 'bgt', 'pas', 'tiktok', 'shop', 'di', 'tutup', 'tp', 'gausa', 'ngelunjak', 'minta', 'yg', 'lain', 'ditutup', 'jg', 'lah', 'anjir']","['apa', 'si', 'saya', 'memang', 'kasian', 'sm', 'umkm', 'jadi', 'tidak', 'sewot', 'sangat', 'pas', 'tiktok', 'shop', 'di', 'tutup', 'tetapi', 'tidak', 'ngelunjak', 'minta', 'yang', 'lain', 'ditutup', 'juga', 'lah', 'anjing']","['apa', 'si', 'saya', 'memang', 'kasi', 'sm', 'umkm', 'jadi', 'tidak', 'sewot', 'sangat', 'pas', 'tiktok', 'shop', 'di', 'tutup', 'tetapi', 'tidak', 'ngelunjak', 'minta', 'yang', 'lain', 'tutup', 'juga', 'lah', 'anjing']",apa si saya memang kasian sm umkm jadi tidak sewot sangat pas tiktok shop di tutup tetapi tidak ngelunjak minta yang lain ditutup juga lah anjing
@convomfs Kesal gak tiktok shop ditutup?,Negatif,@convomfs kesal gak tiktok shop ditutup?,kesal gak tiktok shop ditutup,"['kesal', 'gak', 'tiktok', 'shop', 'ditutup']","['kesal', 'tidak', 'tiktok', 'shop', 'ditutup']","['kesal', 'tidak', 'tiktok', 'shop', 'tutup']",kesal tidak tiktok shop ditutup
@alansuparlan @tanyakanrl Tiktok shop dihapus krn soal perijinan dan regulasi... kalo online shop lain dibawah regulasi jd gag mungkin dihapus...cuma bacanya kesel aja... krn sok tersakiti,Negatif,@alansuparlan @tanyakanrl tiktok shop dihapus krn soal perijinan dan regulasi... kalo online shop lain dibawah regulasi jd gag mungkin dihapus...cuma bacanya kesel aja... krn sok tersakiti,tiktok shop dihapus krn soal perijinan dan regulasi kalo online shop lain dibawah regulasi jd gag mungkin dihapuscuma bacanya kesel aja krn sok tersakiti,"['tiktok', 'shop', 'dihapus', 'krn', 'soal', 'perijinan', 'dan', 'regulasi', 'kalo', 'online', 'shop', 'lain', 'dibawah', 'regulasi', 'jd', 'gag', 'mungkin', 'dihapuscuma', 'bacanya', 'kesel', 'aja', 'krn', 'sok', 'tersakiti']","['tiktok', 'shop', 'dihapus', 'karena', 'soal', 'perijinan', 'dan', 'regulasi', 'kalau', 'online', 'shop', 'lain', 'dibawah', 'regulasi', 'jadi', 'tidak', 'mungkin', 'dihapuscuma', 'bacanya', 'kesal', 'saja', 'karena', 'sok', 'tersakiti']","['tiktok', 'shop', 'hapus', 'karena', 'soal', 'perijinan', 'dan', 'regulasi', 'kalau', 'online', 'shop', 'lain', 'bawah', 'regulasi', 'jadi', 'tidak', 'mungkin', 'dihapuscuma', 'baca', 'kesal', 'saja', 'karena', 'sok', 'sakit']",tiktok shop dihapus karena soal perijinan dan regulasi kalau online shop lain dibawah regulasi jadi tidak mungkin dihapuscuma bacanya kesal saja karena sok tersakiti
@tanyakanrl Plisss balikin lg dong tiktokshop dan toko oren dr LN,Netral,@tanyakanrl plisss balikin lg dong tiktokshop dan toko oren dr ln,plisss balikin lg dong tiktok shop dan toko oren dr ln,"['plisss', 'balikin', 'lg', 'dong', 'tiktok', 'shop', 'dan', 'toko', 'oren', 'dr', 'ln']","['plisss', 'kembalikan', 'lagi', 'dong', 'tiktok', 'shop', 'dan', 'toko', 'oren', 'dari', 'ln']","['plisss', 'kembali', 'lagi', 'dong', 'tiktok', 'shop', 'dan', 'toko', 'oren', 'dari', 'ln']",plisss kembalikan lagi dong tiktok shop dan toko oren dari ln
"Sebelum tiktokshop ditutup lupa mau checkout, skg bingung nyari toko nya gak lewat2 fyp/live ðŸ¥²",Negatif,"sebelum tiktokshop ditutup lupa mau checkout, skg bingung nyari toko nya gak lewat2 fyp/live ðÿ¥²",sebelum tiktok shop ditutup lupa mau checkout skg bingung nyari toko nya gak lewat2 fyplive,"['sebelum', 'tiktok', 'shop', 'ditutup', 'lupa', 'mau', 'checkout', 'skg', 'bingung', 'nyari', 'toko', 'nya', 'gak', 'lewat2', 'fyplive']","['sebelum', 'tiktok', 'shop', 'ditutup', 'lupa', 'mau', 'checkout', 'skg', 'bingung', 'mencari', 'toko', 'nya', 'tidak', 'lewat2', 'fyplive']","['belum', 'tiktok', 'shop', 'tutup', 'lupa', 'mau', 'checkout', 'skg', 'bingung', 'cari', 'toko', 'nya', 'tidak', 'lewat2', 'fyplive']",sebelum tiktok shop ditutup lupa mau checkout skg bingung mencari toko nya tidak lewat2 fyplive
@tanyakanrl Ini tiktokshop di hapus krn permintaan org red land aja kah? Kok semaunya sendiri gitu,Netral,@tanyakanrl ini tiktokshop di hapus krn permintaan org red land aja kah? kok semaunya sendiri gitu,ini tiktok shop di hapus krn permintaan org red land aja kah kok semaunya sendiri gitu,"['ini', 'tiktok', 'shop', 'di', 'hapus', 'krn', 'permintaan', 'org', 'red', 'land', 'aja', 'kah', 'kok', 'semaunya', 'sendiri', 'gitu']","['ini', 'tiktok', 'shop', 'di', 'hapus', 'karena', 'permintaan', 'orang', 'redaksi', 'land', 'saja', 'kah', 'kok', 'semaunya', 'sendiri', 'begitu']","['ini', 'tiktok', 'shop', 'di', 'hapus', 'karena', 'minta', 'orang', 'redaksi', 'land', 'saja', 'kah', 'kok', 'mau', 'sendiri', 'begitu']",ini tiktok shop di hapus karena permintaan orang redaksi land saja kah kok semaunya sendiri begitu
